ID;DISCIPLINA;ARGOMENTO;SUBARGOMENTO;COMANDO;ESERCIZIO;LIVELLO;SOLUZIONE;TIPO
312;Matematica;esponenziali;a_equazioni;Risolvere la seguente equazione esponenziale:;$2^{2 x+3}-25 \cdot 2^{x}+3=0$;3;"[-3; log3 / log2]";A
313;Matematica;esponenziali;a_equazioni;Risolvere la seguente equazione esponenziale:;$3^{x+1}+2 \cdot 3^{2-x}=29$;3;"[2; -1+ log2 / log3]";A
314;Matematica;esponenziali;a_equazioni;Risolvere la seguente equazione esponenziale:;$3 \cdot 5^{x}-\dfrac{12}{5^{x}}=5^{x}$;3;[log6 / 2log5];A
315;Matematica;logaritmi;a_equazioni;Risolvere la seguente equazione logaritmica:;$\log _{2} x-\log _{2} 7=\log _{2}(x-1)$;2;[7/6];A
316;Matematica;logaritmi;a_equazioni;Risolvere la seguente equazione logaritmica:;$\log x-2 \log 3=\log (x-1)$;2;[9/8];A
317;Matematica;logaritmi;a_equazioni;Risolvere la seguente equazione logaritmica:;$\log (x-1)+\log (x-3)=\log 8$;2;[5];A
318;Matematica;logaritmi;a_equazioni;Risolvere la seguente equazione logaritmica:;$\log (3 x-1)+\log (x-2)=\log 22$;2;[4];A
319;Matematica;logaritmi;a_equazioni;Risolvere la seguente equazione logaritmica:;$\log _{2}\left(x^{2}+1\right)=1-\log _{\frac{1}{2}} x$;3;[1];A
320;Matematica;logaritmi;a_equazioni;Risolvere la seguente equazione logaritmica:;$\log \left(2 x^{2}+5 x-3\right)-\log (x+3)=\log (4-x)$;3;[5/3];A
321;Matematica;logaritmi;a_equazioni;Risolvere la seguente equazione logaritmica:;$\log _{2}\left(x^{2}+2 x+8\right)=2+\log _{2}(x+2)$;3;"[0; 2]";A
322;Matematica;logaritmi;a_equazioni;Risolvere la seguente equazione logaritmica:;$\log _{\frac{1}{2}}\left(x^{2}-4 x\right)+\log _{2} 2 x-1=0$;3;[5];A
323;Matematica;logaritmi;a_problemi;Risolvere il seguente problema eseguendo un ragionamento logico descritto da operazioni e schemi comprensibili:;Nel 1960 la popolazione della Terra era di circa $3$ miliardi di persone e nell’anno 2000 era cresciuta a circa $6$ miliardi di abitanti. Considerando che il numero $y$ di abitanti del pianeta, espresso in miliardi, cresce in modo esponenziale secondo una legge del tipo $y = N \cdot 2^{kt}$, dove $t$ è il tempo in anni a partire dall’anno 1960 ($t = 0$), calcolare il valore di $N$ e $k$. Calcolare infine quante persone vivranno sulla Terra nell'anno 2040.;2;"[N=3; k=1/40; 12]";A
324;Matematica;logaritmi;a_problemi;Risolvere il seguente problema eseguendo un ragionamento logico descritto da operazioni e schemi comprensibili:;Nel 1980 il valore di radioattività misurato in un zona radioattiva era di $6$ unità e nell’anno 2000 era decaduto a $3$ unità. Considerando che il valore di radioattività $y$ della zona radioattiva decresce esponenzialmente secondo una legge del tipo $y = N \cdot 2^{-kt}$, dove $t$ è il tempo espresso in anni a partire dall’anno 1980 ($t = 0$), calcolare il valore di $N$ e $k$. Calcolare infine il valore di radioattività della zona nell'anno 2040.;2;"[N=6; k=1/20; 3/4]";A
325;Matematica;logaritmi;a_problemi;Risolvere la seguente moltiplicazione della quale si riportano i fattori iniziali e finali, con ovvio significato dei tre “puntini” intermedi: ;$\log _{2} 3 \cdot \log _{3} 4 \cdot \log _{4} 5 \cdot \log _{5} 6 \cdot ... \cdot \log _{126} 127 \cdot \log _{127} 128$;1;[7];A
326;Matematica;logaritmi;a_problemi;Risolvere la seguente moltiplicazione della quale si riportano i fattori iniziali e finali, con ovvio significato dei tre “puntini” intermedi: ;$\log _{3} 4 \cdot \log _{4} 5 \cdot \log _{5} 6 \cdot \log _{6} 7 \cdot … \cdot \log _{241} 242 \cdot \log _{242} 243$;1;[5];A
327;Matematica;logaritmi;a_grafico;Risolvere il seguente esercizio:;"Calcolare la base della funzione logaritmica $y=\log_{a} x$ sapendo che il suo grafico passa per il punto $P(8; 3)$.";1;[2];A
328;Matematica;logaritmi;a_grafico;Risolvere il seguente esercizio:;"Calcolare la base della funzione logaritmica $y=\log_{a} x$ sapendo che il suo grafico passa per il punto $P(9; 2)$.";1;[3];A
329;Matematica;esponenziali;a_grafico;Utilizzando i dati forniti nella figura, determinare l’equazione corrispondente al seguente grafico:;\includegraphics[scale=0.4]{gr_funz_exp1};2;$[y=(1/2)^x+1]$;A
330;Matematica;esponenziali;a_grafico;Utilizzando i dati forniti nella figura, determinare l’equazione corrispondente al seguente grafico:;\includegraphics[scale=0.4]{gr_funz_exp2};2;$[y=-4^x+4]$;A
331;Matematica;integrali;a_int_definito;Calcolare l’integrale definito:;${\displaystyle\int_{-3}^{0}} \left(2 x^{2}+5\right) d x$;1;$33$;A
332;Matematica;integrali;a_int_definito;Calcolare l’integrale definito:;${\displaystyle\int_{-2}^{0}} \left(3 x^{2}-x\right) d x$;1;$10$;A
333;Matematica;integrali;a_int_definito;Calcolare l’integrale definito:;${\displaystyle\int_{0}^{1}} \left(x^{2}+x\right) d x$;1;$5/6$;A
334;Matematica;integrali;a_int_definito;Calcolare l’integrale definito:;${\displaystyle\int_{2}^{4}} x \ln \left(\dfrac{x}{2}\right) d x$;2;$8 \ln2 – 3$;A
335;Matematica;integrali;a_int_definito;Calcolare l’integrale definito:;${\displaystyle \int_{1}^{e}} (\ln x+x) d x$;2;$e^2/2 + 1/2$;A
336;Matematica;integrali;a_int_definito;Calcolare l’integrale definito:;${\displaystyle\int_{0}^{1}} x e^{x-1} d x$;2;$1/e$;A
337;Matematica;probabilità;a_problemi_bayes;Risolvere il seguente esercizio argomentando i risultati ottenuti:;Un’azienda industriale possiede tre stabilimenti (A, B e C). Nello stabilimento A si produce la metà dei pezzi, e di questi il $10\%$ è difettoso. Nello stabilimento B si produce un terzo dei pezzi, e il $7\%$ è difettoso. Nello stabilimento C si producono i pezzi rimanenti, e il $5\%$ è difettoso. Sapendo che un pezzo è difettoso, con quale probabilità esso proviene dallo stabilimento A?;2;$61,22\%$;A
338;Matematica;probabilità;a_problemi_bayes;Risolvere il seguente esercizio argomentando i risultati ottenuti:;Un’azienda produce, in due capannoni vicini, scatole da imballaggio. Nel primo capannone si producono $600$ scatole al giorno delle quali il $3\%$ è difettoso, mentre nel secondo capannone se ne producono $400$ con il $2\%$ di pezzi difettosi. La produzione viene immagazzinata in un unico capannone dove, nel corso di un controllo casuale sulla produzione di una giornata, si trova una scatola difettosa. Qual è la probabilità che la scatola provenga dal secondo capannone?;2;$30,77\%$;A
339;Matematica;probabilità;a_problemi_prodotto;Risolvere il seguente esercizio argomentando i risultati ottenuti:;Si hanno due sacchetti. Il primo contiene $4$ palline bianche e $6$ rosse, il secondo ne contiene $3$ bianche e $5$ rosse. Calcola la probabilità che, estraendo una pallina da ciascun sacchetto, esse siano entrambe bianche.;1;$3/20$;A
340;Matematica;probabilità;a_problemi_prodotto;Risolvere il seguente esercizio argomentando i risultati ottenuti:;Si hanno due sacchetti. Il primo contiene $4$ palline bianche e $6$ rosse, il secondo ne contiene $3$ bianche e $5$ rosse. Calcola la probabilità che, estraendo una pallina da ciascun sacchetto, si estragga una bianca dal primo urna e una rossa dal secondo.;1;$1/4$;A
341;Matematica;combinatoria;a_problemi;Risolvere il seguente esercizio di calcolo combinatorio argomentando i risultati ottenuti:;Alla finale dei 200 m piani partecipano $8$ atleti, fra i quali figurano i nostri amici Antonio e Pietro. Calcolare il numero dei possibili ordini di arrivo che registrino i nostri due amici fra i primi tre classificati.;2;$36$;A
342;Matematica;combinatoria;a_problemi;Risolvere il seguente esercizio di calcolo combinatorio argomentando i risultati ottenuti:;Un professore interroga i suoi alunni a due alla volta. Stabilire quante possibili coppie diverse può interrogare, sapendo che la classe è di $20$ studenti.;1;$190$;A
343;Matematica;combinatoria;a_problemi;Risolvere il seguente esercizio di calcolo combinatorio argomentando i risultati ottenuti:;In una fabbrica lavorano $35$ operai e $25$ operaie. Si deve formare una delegazione comprendente $3$ operai e $2$ operaie. Quante sono le possibili delegazioni?;2;$1963500$;A
344;Matematica;combinatoria;a_problemi;Risolvere il seguente esercizio di calcolo combinatorio argomentando i risultati ottenuti:;Quanti sono i numeri di quattro cifre (distinte tra loro) che è possibile scrivere utilizzando le cifre pari, diverse da zero?;1;$24$;A
345;Matematica;probabilità;a_prove_ripetute;Risolvere il seguente esercizio argomentando i risultati ottenuti (sugg.: prove ripetute):;Alice e Sara stanno affrontando lo stesso test composto da $6$ domande a risposta chiusa. Ogni domanda ha $5$ possibili risposte. Alice risponde a caso a tutte le domande. Sara, invece, conosce le risposte di tre domande e risponde alle altre a caso. Ottengono la sufficienza se rispondono correttamente a $4$ domande. Qual è la probabilità che entrambe ottengano esattamente la sufficienza?;2;$0,006$;A
346;Matematica;probabilità;a_prove_ripetute;Risolvere il seguente esercizio argomentando i risultati ottenuti (sugg.: prove ripetute):;Alice e Sara stanno affrontando lo stesso test composto da $6$ domande a risposta chiusa. Ogni domanda ha $5$ possibili risposte. Alice risponde a caso a tutte le domande. Sara, invece, conosce le risposte di tre domande e risponde alle altre a caso. Ottengono la sufficienza se rispondono correttamente a $4$ domande. Qual è la probabilità che Alice ottenga esattamente la sufficienza e Sara non superi la prova?;2;$0,008$;A
347;Matematica;probabilità;a_prove_ripetute;Risolvere il seguente esercizio argomentando i risultati ottenuti (sugg.: prove ripetute):;Barbara prende l'autobus per recarsi a scuola dal lunedì al sabato. La probabilità che l'autobus sia in ritardo è uguale a $0,1$. Calcolare la probabilità che durante la settimana l'autobus sia in ritardo esattamente $2$ volte.;1;$9,8\%$;A
348;Matematica;probabilità;a_prove_ripetute;Risolvere il seguente esercizio argomentando i risultati ottenuti (sugg.: prove ripetute):;Si lancia una moneta regolare per $6$ volte, successivamente. Qual è la probabilità che esca testa esattamente $4$ volte?;1;$23,4\%$;A
349;Matematica;rette;a_disegnare_punto;Risolvere il seguente esercizio:;"Disegnare la retta $y=-x+3$ nel piano cartesiano e verificare se il punto $P(-2;4)$ le appartiene.";1;$...$;A
350;Matematica;rette;a_disegnare_punto;Risolvere il seguente esercizio:;"Disegnare la retta $y=3x-1$ nel piano cartesiano e verificare se il punto $P(0;-1)$ le appartiene.";1;$...$;A
351;Matematica;rette;a_disegnare_punto;Risolvere il seguente esercizio:;"Disegnare la retta $y=2x-3$ nel piano cartesiano e verificare se il punto $P(1;-1)$ le appartiene.";1;$...$;A
352;Matematica;rette;a_disegnare_punto;Risolvere il seguente esercizio:;"Disegnare la retta $y=-2x+1$ nel piano cartesiano e verificare se il punto $P(-2;4)$ le appartiene.";1;$...$;A
353;Matematica;equazioni_grado_2;a_grafico;Dopo averne individuato il vertice ed i punti d’intersezione con gli assi cartesiani, traccia il grafico della parabola avente equazione:;$y=(x-1)^{2}-4$;2;"$\quad[V(1,-4) ;(-1,0),(3,0),(0,-3)]$";A
354;Matematica;equazioni_grado_2;a_grafico;Dopo averne individuato il vertice ed i punti d’intersezione con gli assi cartesiani, traccia il grafico della parabola avente equazione:;$y=-\frac{1}{2}(x+1)^{2}+2$;2;"$\left[V(-1,2) ;(-3,0),(1,0),\left(0, \frac{3}{2}\right)\right]$";A
355;Matematica;equazioni_grado_2;a_grafico;Dopo averne individuato il vertice ed i punti d’intersezione con gli assi cartesiani, traccia il grafico della parabola avente equazione:;$y=x^{2}-2x-8$;1;"$\quad[V(1,-9) ;(-2,0),(4,0),(0,-8)]$";A
356;Matematica;equazioni_grado_2;a_grafico;Dopo averne individuato il vertice ed i punti d’intersezione con gli assi cartesiani, traccia il grafico della parabola avente equazione:;$y=-x^{2}-2x+3$;1;"$\quad[V(-1,4) ;(-3,0),(1,0),(0,3)]$";A
357;Matematica;rette;a_disegnare_punto;Risolvere il seguente esercizio:;"Disegnare la retta $6x-3y+9=0$ nel piano cartesiano e verificare se il punto $P(1;-1)$ le appartiene.";2;$...$;A
358;Matematica;rette;a_disegnare_punto;Risolvere il seguente esercizio:;"Disegnare la retta $6x+3y-9=0$ nel piano cartesiano e verificare se il punto $P(-2;4)$ le appartiene.";2;$...$;A
359;Matematica;numeri_naturali;a_espressioni_potenze;Risolvere la seguente espressione utilizzando le proprietà delle potenze ove possibile:;$\left\{ \left[\left(2^{3}\right)^{2}:2^{5}+1\right]^{4}\cdot3^{2}\right\} ^{2}:\left(3^{2}\cdot3^{8}\right)-21+2^{3}\cdot2^{2}=...$;1;$20$;A
360;Matematica;numeri_naturali;a_espressioni_potenze;Risolvere la seguente espressione utilizzando le proprietà delle potenze ove possibile:;$\left(3^{2}+2^{2}\right)^{7}:\left\{ \left[\left(5^{4}\right)^{3}:\left(5^{3}\right)^{2}\cdot\left(2^{10}:4^{2}\right):10^{5}+3\right]^{2}\right\} ^{3}=...$;2;$13$;A
361;Matematica;numeri_naturali;a_espressioni_potenze;Risolvere la seguente espressione utilizzando le proprietà delle potenze ove possibile:;$14-\left[\left(3^{2}\right)^{6}:3^{10}+2\cdot\left(2^{4}:2^{3}+5^{2}\right):9-\left(90-3^{3}\cdot3\right)\right]-6=...$;1;$2$;A
362;Matematica;numeri_naturali;a_espressioni_potenze;Risolvere la seguente espressione utilizzando le proprietà delle potenze ove possibile:;$\left(5^{2}+2^{2}\right)^{7}:\left\{ \left[\left(4^{2}\right)^{5}:\left(4^{3}\right)^{2}\cdot\left(3^{8}:9^{2}\right):12^{3}+17\right]^{3}\right\} ^{2}=...$;2;$29$;A
363;Matematica;numeri_razionali;a_espressioni;Calcolare il valore della seguente espressione eseguendo i passaggi intermedi:;$\left(\dfrac{9}{4}+\dfrac{1}{3}-\dfrac{5}{4}+\dfrac{2}{3}\right):\left(\dfrac{8}{9}-\dfrac{7}{9}\right)=...$;1;$18$;A
364;Matematica;numeri_razionali;a_espressioni;Calcolare il valore della seguente espressione eseguendo i passaggi intermedi:;$\left(\dfrac{1}{3}+\dfrac{1}{5}\right):\left[\left(1+\dfrac{3}{4}-\dfrac{1}{3}\right)^{2}-\left(\dfrac{5}{12}-\dfrac{1}{3}\right)^{2}\right]-\dfrac{1}{6}-\dfrac{1}{10}=...$;2;$0$;A
365;Matematica;numeri_razionali;a_espressioni;Calcolare il valore della seguente espressione eseguendo i passaggi intermedi:;$\left(\dfrac{8}{3}+\dfrac{3}{5}-\dfrac{2}{3}+\dfrac{2}{5}\right):\left(\dfrac{8}{7}-\dfrac{5}{7}\right)=...$;1;$7$;A
366;Matematica;numeri_razionali;a_espressioni;Calcolare il valore della seguente espressione eseguendo i passaggi intermedi:;$\left[\dfrac{1}{3}-\left(\dfrac{1}{3}\right)^{2}-\left(\dfrac{1}{3}\right)^{3}\right]\cdot\dfrac{9}{5}+\left[\dfrac{1}{2}-\left(\dfrac{1}{2}\right)^{2}-\left(\dfrac{1}{2}\right)^{3}\right]\cdot\dfrac{4}{3}+\dfrac{9}{2}=...$;2;$5$;A
367;Matematica;numeri_razionali;a_espressioni_potenze;Risolvere la seguente espressione utilizzando le proprietà delle potenze ove possibile:;$\left[\left(\dfrac{1}{2}\right)^{15}\cdot\left(\dfrac{1}{2}\right)^{5}\right]:\left[\left(\dfrac{5}{2}\right)^{3}\cdot\left(\dfrac{1}{5}\right)^{3}\right]^{6}=...$;1;$\frac{1}{4}$;A
368;Matematica;numeri_razionali;a_espressioni_potenze;Risolvere la seguente espressione utilizzando le proprietà delle potenze ove possibile:;$\left\{ \left[\left(\dfrac{5}{6}\right)^{9}:\left(\dfrac{5}{6}\right)^{6}\right]\cdot\left(\dfrac{5}{6}\right)^{4}\right\} ^{2}:\left[\left(\dfrac{5}{6}\right)^{2}\right]^{6}-\left(1+\dfrac{1}{4}-\dfrac{5}{9}\right)=...$;2;$0$;A
369;Matematica;numeri_razionali;a_espressioni_potenze;Risolvere la seguente espressione utilizzando le proprietà delle potenze ove possibile:;$\left[\left(\dfrac{8}{7}\right)^{18}\cdot\left(\dfrac{8}{7}\right)^{14}\right]:\left[\left(\dfrac{5}{7}\right)^{15}\cdot\left(\dfrac{8}{5}\right)^{15}\right]^{2}=...$;1;$\frac{64}{49}$;A
370;Matematica;numeri_razionali;a_espressioni_potenze;Risolvere la seguente espressione utilizzando le proprietà delle potenze ove possibile:;$\left[\dfrac{5}{3}-\left(\dfrac{5}{3}\right)^{8}:\left(\dfrac{5}{3}\right)^{6}+\dfrac{19}{9}\right]:\left\{ \left[\left(\dfrac{5}{3}\right)^{5}\cdot\left(\dfrac{5}{3}\right)^{8}\right]:\left[\left(\dfrac{5}{3}\right)^{6}\right]^{2}\right\} =...$;2;$\frac{3}{5}$;A
371;Matematica;numeri_naturali;a_problemi;Risolvere il seguente problema eseguendo un ragionamento logico descritto da operazioni e schemi comprensibili:;Camilla é molto paziente e sta scrivendo, per esteso, l’intero numero $1000^{1000}$. Quante cifre deve scrivere in tutto?;1;$3001$;A
372;Matematica;numeri_naturali;a_problemi;Risolvere il seguente problema eseguendo un ragionamento logico descritto da operazioni e schemi comprensibili:;Luca é molto paziente e sta scrivendo, per esteso, l’intero numero $100^{10000}$. Quante cifre deve scrivere in tutto?;1;$20001$;A
373;Matematica;numeri_razionali;a_problemi_perc_prop;Risolvere il seguente problema eseguendo un ragionamento logico descritto da operazioni e schemi comprensibili:;Sapendo che il latte contiene panna per l’$11\%$ del suo peso e che la panna produce burro per il $27\%$ del suo peso, calcola quanti kilogrammi di burro si possono ricavare da $125 kg$ di latte.;1;$3,7125 Kg$;A
374;Matematica;numeri_razionali;a_problemi_perc_prop;Risolvere il seguente problema eseguendo un ragionamento logico descritto da operazioni e schemi comprensibili:;Un corpo di metallo è stato scaldato e la sua lunghezza è aumentata di $7 mm$. Sapendo che l’allungamento equivale al $2\%$ della lunghezza iniziale, calcola quest’ultima in centimetri.;1;$35cm$;A
375;Matematica;funzioni;a_dominio_algebrica;Calcolare il dominio della seguente funzione e riportare i risultati nel piano cartesiano:;$y=\dfrac{x^{2}-1}{x^{3}-9 x}$;1;$R-(0,-3,3)$;A
376;Matematica;funzioni;a_dominio_algebrica;Calcolare il dominio della seguente funzione e riportare i risultati nel piano cartesiano:;$y=\dfrac{x-2}{x^{2}-4 x+4}$;1;$x<>2$;A
377;Matematica;funzioni;a_dominio_algebrica;Calcolare il dominio della seguente funzione e riportare i risultati nel piano cartesiano:;$y=\sqrt{\dfrac{2 x^{2}-x-1}{6 x+3}}$;2;$x>=1$;A
378;Matematica;funzioni;a_dominio_algebrica;Calcolare il dominio della seguente funzione e riportare i risultati nel piano cartesiano:;$y=\sqrt{\dfrac{x+2}{x^{2}-6 x+5}}$;2;$-2<=x<1 V x>5$;A
379;Matematica;funzioni;a_dominio_algebrica;Calcolare il dominio della seguente funzione e riportare i risultati nel piano cartesiano:;$y=\sqrt{\dfrac{x^{2}-4}{x-3}}+\sqrt{1-\sqrt{x}}$;3;$0<=x<=1$;A
380;Matematica;funzioni;a_dominio_algebrica;Calcolare il dominio della seguente funzione e riportare i risultati nel piano cartesiano:;$y=\dfrac{\sqrt{x^{4}-x^{2}-2}}{2 x \sqrt{|x-1|}}$;3;$[x \leq-\sqrt{2} \vee x \geq \sqrt{2}]$;A
381;Matematica;funzioni;a_dominio_grafico;Indicare il dominio della seguente funzione:; \includegraphics[scale=0.6]{dom1}  ;1;$x<>0$;A
382;Matematica;funzioni;a_dominio_grafico;Indicare il dominio della seguente funzione:; \includegraphics[scale=0.6]{dom2}  ;1;$R$;A
